rom
Captain Chef (Japan)|8E985857
Car Fighter (Japan)|303187F5,GPM-118
Car Jamboree (Japan)|94FC9169
Car Jamboree (Japan) (Alt)|A24195FA
Car-Race (Japan)|3F0DB564
Car-Race (Japan) (Alt 2)|51445292
Car-Race (Japan) (Alt)|9538D829
Casio Daishogai Keiba (Japan)|5312DB08
Casio Pachinko-U.F.O. (Japan)|4088EFAA
Casio Ski Command (Japan)|D8750242
Casio Ski Command (Japan) (Alt)|EDB91850
Casio Worldopen (Japan)|338491F5
Castle Excellent (Japan)|90F38029
Castle Excellent (Japan) (Alt)|3794A648
Castle, The (Japan)|2149C32D
Chack'n Pop (Japan)|04F7E0B1
Chack'n Pop (Japan) (Alt)|0FFF4D26
Challenge Derby (Japan)|A90DAA22
Champion Boxing (Japan)|C4B7A5B9
Champion Ice Hockey (Japan)|BF4B018F
Champion Kendou (Japan)|0103C767
Champion Kendou (Japan) (Alt)|6F05E6BF
Champion Pro Wrestling (Japan)|6686C84E
Champion Pro Wrestling (Japan) (Alt 2)|D4B0ACCD
Champion Pro Wrestling (Japan) (Alt)|8D658F41
Champion Soccer (Japan)|67AB6F8F
Championship Lode Runner (Japan)|2F75E79C,HBS-G047C
Checkers in Tantan Tanuki (Japan)|D2B8C058
Chess (Japan)|11EED1C7
Chess Game, The (Europe)|28277362
Choplifter (Japan)|1F5EAFC8
Choplifter (Japan) (Alt 2)|155768B0
Choplifter (Japan) (Alt)|C6F30D45
Choro Q (Japan)|5506BF9B
Choro Q (Japan) (Alt)|65B34072
Chugaku Hisshu Eibunpo 1 (Japan)|097E4A7E
Circus Charlie (Japan)|83B8D8F3,RC712
City Connection (Japan)|6031A583
City Connection (Japan) (Alt)|625C3689
Coaster Race (Japan)|399FD445
Coaster Race (Japan) (Alt 2)|00D996FF
Coaster Race (Japan) (Alt)|A48ACFF7
Color Ball (Japan)|12552A1F
Color Ball (Japan) (Alt 2)|F4F6E561
Color Ball (Japan) (Alt)|73F1E939
Columns (Japan)|21A0B009
Come On! Picot (Japan)|98B1CC99
Comecocos (Spain)|5CFC6700
Comet Tail (Japan)|74AF0726
Comic Bakery (Japan)|A4097E41
Comic Bakery (Japan) (Alt 2)|03DAE53C
Comic Bakery (Japan) (Alt)|9A70D9C9
Computer Billiards (Japan)|9098682D
Computer Nyuumon - Computer Lessons (Japan)|50BB1930
Computer Othello (Japan)|6936C965
Computer Othello (Japan) (Alt)|6A8ED770
Computer Pachinko (Japan)|1BD2C6B3
Con-Dori (Japan)|D9006EBE
Con-Dori (Japan) (Alt 2)|69405F96
Con-Dori (Japan) (Alt)|CE71BB57
Confused (Europe)|63084E71
Cosmo (Japan)|5780ACFD
Cosmo (Japan) (Alt)|FF3C8091
Cosmo-Explorer (Japan)|3F534824
Cosmo-Explorer (Japan) (Alt)|D21F6B76
Courageous Perseus (Japan)|B6D707C7
Courageous Perseus (Japan) (Alt)|0FAD4984
Craze (Japan)|D83966D0,HRM-22
Crazy Bullet (Japan)|D0E8F418
Crazy Bullet (Japan) (Alt)|4651FFD0
Crazy Cars (Europe)|DE18372D
Crazy Train (Japan)|39E6FF25
Crazy Train (Japan) (Alt)|B8764CD3
Cross Blaim (Japan)|47273220
Crusader (Japan)|0B69DD50
Crusader (Japan) (Alt 2)|40AFEF74
Crusader (Japan) (Alt)|E167FEDE
D-Day (Japan)|5D284EA6
D-Day (Japan) (Alt 2)|A7F0DD41
D-Day (Japan) (Alt 3)|A89B0F57
D-Day (Japan) (Alt)|6641C97A
Daidasso (Japan)|FC17C9BC
Daiva Story 4 - Asura's Bloodfeud (Japan)|99198ED9
Dam Busters, The (Japan)|6FDE5BCA
Dam Busters, The (Japan) (Alt)|711A7A6E
Danger X4 (Japan)|571F12FB
Danger X4 (Japan) (Alt 2)|22F5E82A
Danger X4 (Japan) (Alt)|3CF16A16
David II (Japan)|E04BFFE5
Dawn Patrol (Japan)|1FC65E80
Decathlon (Japan)|CD016B93
Decathlon (Japan) (Alt)|F99B1C22
Deep Dungeon (Japan)|27FD8F9A
Deep Dungeon II (Japan)|101DB19C
Demon Crystal, The (Japan)|11DE4DFD
Demonia I (Europe)|BCC4DD7A
Devil's Heaven (Japan)|CE08F27D
Dig Dug (Japan)|3C749758
Dig Dug (Japan) (Alt)|7C3D7DEA
Digital Devil Monogatari Megami Tensei (Japan)|25FC11FA
Digital Devil Monogatari Megami Tensei (Japan) (Alt)|367D385E
Dip Dip (Spain)|9A2CC849
Doki Doki Penguin Land (Japan)|652D0E39
Doki Doki Penguin Land (Japan) (Alt)|DE4AF7F6
Doordoor (Japan)|F8AD9717
Dorodon (Japan)|5AA63A76
Double Dragon (Korea) (Unl)|C70E3A34
Dr. Copy (Japan)|F7848700
Dragon Attack (Japan)|A0FF8771
Dragon Attack (Japan) (Alt)|981FACD3
Dragon Quest (Japan)|49F5478B,E-G186
Dragon Quest II (Japan)|8076FEC6,E-G207
Dragon Quest II (Japan) (Alt)|D44165A3,E-G207
Dragon Slayer (Japan)|6A515349
Dragon Slayer II - Xanadu (Japan)|D640DEAF
Dragon Slayer IV - Drasle Family (Japan)|87DCD309
Dragon Slayer Jr. - Romancia (Japan)|387C1DE7
Drainer (Japan)|DB803E8A,M-2009
Druaga no Tou (Japan)|47BEF309
Dungeon Hunter (Japan)|2526E568
Dungeon Master (Japan)|33700744
Dunk Shot (Japan)|6C366B32,HM-021
Dunk Shot (Japan) (Alt)|99B7EAB1,HM-021
Dynamite Bowl (Japan)|47EC57DA
Eagle Fighter (Japan)|5C808E73
Eagle Fighter (Japan) (Alt)|CF7EDAEB
Eggerland Mystery (Japan)|232B1050,HM-018
Elevator Action (Japan)|39886593
Erika (Japan)|85AC5626
Exa Innova (Japan)|4FF88059
Exa Innova (Japan) (Alt)|D5B51149
Exchanger (Japan)|2C2B8A0E
Exchanger (Japan) (Alt)|691C0503
Exerion (Japan)|7ABEFD3D,DP-3912010
Exerion (Japan) (Alt 2)|369CB84E,DP-3912010
Exerion (Japan) (Alt)|24B3B811,DP-3912010
Exerion II - Zorni (Japan)|0B6C146F,HX-S118
Exerion II - Zorni (Japan) (Alt)|F3144243,HX-S118
Exoide-Z (Japan)|6E19C254
Exoide-Z (Japan) (Alt 2)|2D97D2BD
Exoide-Z (Japan) (Alt)|0C7FB621
Exoide-Z Area 5 (Japan)|AD529DF0,GPM-129
F-1 Spirit - The Way to Formula-1 (Japan)|12BFD3A9,RC752
F-1 Spirit - The Way to Formula-1 (Japan) (Alt)|64D2DF7C,RC752
F16 Fighting Falcon (Japan)|70A0CB2C
Fa Tetris (Korea) (Unl)|1EC87E3A
Fairy (Japan)|314728C3
Fairy Land Story, The (Japan)|26E34F05
Fairy Land Story, The (Japan) (Alt)|C032376B
Fandom Library #1 (Japan)|519BE53E
Fandom Library #2 (Japan)|53C25B6B
Fandom Library #3 (Japan)|790D5335
Fantasy Zone (Japan)|3E96D005,R55X5812
Fathom (Japan)|F06A58DA
Final Justice (Japan)|851BA4BB
Final Justice (Japan) (Alt 2)|B1663DE8
Final Justice (Japan) (Alt)|41A86301
Final Mahjong (Japan)|B120B314
Final Zone Wolf (Japan)|14E2EFCC
Fire Rescue (Japan)|8005A9BA,MX-1008
Fire Rescue (Japan) (Alt)|7B2EF621,MX-1008
Flappy (Japan)|B6285A0B
Flappy (Japan) (Alt)|56EC7BBF
Flappy - Limited 85 (Japan)|4A4F3084
Flash Point (Korea) (Unl)|C4A33DA7
Flash Point (Korea) (Unl) (Alt)|25708CFA
Flash Splash (Japan)|5C187CF7
Flicky (Japan)|88250E5D
Flics, Les (France)|0304CD28
Flight Deck (Japan)|A00526D0
Flight Deck (Japan) (Alt)|4B162065
Flight Simulator (Japan)|A6165BD4,MSX-FS
Flipper Slipper (Japan)|FD7DE91E
Flipper Slipper (Japan) (Alt)|F0B5FE8D
Formation Z (Japan)|37B55D09
Formation Z (Japan) (Alt)|74560BBD
Frogger (Japan)|97E2FCB4,RC704
Frogger (Japan) (Alt)|71EDC580,RC704
Front Line (Japan)|B9D03F7B
Front Line (Japan) (Alt 2)|5958F98C
Front Line (Japan) (Alt)|8D632577
Fruit Search (Japan)|EBA95A38
Fruit Search (Japan) (Alt)|B1160421
Funky Mouse (Japan)|B5C0DACE
Futbol (Spain)|1DE36299
Fuun Takeshijyou (Japan)|C57272C3
Galaga (Japan)|8856961D
Galaga (Japan) (Alt 2)|6ED06EE5
Galaga (Japan) (Alt 3)|A7F6F597
Galaga (Japan) (Alt)|89F7FB19
Galaxian (Japan)|E223FFD1
Galaxian (Japan) (Alt 2)|E6F9D8A7
Galaxian (Japan) (Alt)|4980FFAC
Gall Force - Defense of Chaos (Japan)|99EF860E,HBS-G053C
Gall Force - Defense of Chaos (Japan) (Alt 2)|EC036E37,HBS-G053C
Gall Force - Defense of Chaos (Japan) (Alt)|F65B5271,HBS-G053C
Gambler Jiko Chuushinha (Japan)|91955BCD
Game Land (Japan)|004976D3
Game Master (Europe)|160CFBD2,RC735
Game Master (Europe) (Alt)|5BB30E2B,RC735
Game Master (Japan)|8F1A102E,RC735
Game Master (Japan) (Alt)|BD1C5A59,RC735
Game Master II (Japan)|084C5803,RC755
Game Master II (Japan) (Alt)|2D93F9CC,RC755
Game World - 126 Games (Korea) (Unl)|C13004C5
Gang Master (Japan)|C3EE7E15
Gate of Labyrinth (Japan)|2C2020A0
Genghis Khan (Japan)|4EAD5098,MXKN-12006
Ghostbusters (Europe)|C9BCBE5A,UXK-108
Glider (Japan)|AE35E4AD
Glider (Japan) (Alt)|5A23F1EE
Gojira vs 3 Daikaijuu (Japan)|BE071826
Gojira vs 3 Daikaijuu (Japan) (Alt)|83D44B03
Gojira-kun (Japan)|ED4A211D
Gojira-kun (Japan) (Alt)|6498865F
Gokiburi Daisakusen - Bug Bomb (Japan)|69ECB2ED
Golf Game (Japan)|5D88275F
Golvellius (Japan)|5EAC55DF
Gomok Narabe - Omo Go (Japan)|269F079F
Gomok Narabe - Omo Go (Japan) (Alt)|C3816D36
Goonies, The (Japan)|DB327847,RC734
Goonies, The (Japan) (Alt 2)|38F04741,RC734
Goonies, The (Japan) (Alt)|C6445F82,RC734
GP World (Japan)|9DBDD4BC
Green Beret (Europe)|61F41BCD,KN329
Green Beret (Europe) (Alt)|46F5E571,KN329
Grog's Revenge (Japan)|5F74AE0E
Grog's Revenge (Japan) (Alt)|EBA19B7E
Guardic (Japan)|6AEBB9D3
Guardic (Japan) (Alt)|106230B8
Gulkave (Japan)|A02029D0
Gulkave (Japan) (Alt)|FDB3BC27
Gun Fright (Japan)|F877B3D6
Gunjin Shougi Mars (Japan)|174F409D
Gyrodine (Japan)|0E89433B
H.E.R.O. (Japan)|8FDAD3AF
Hades no Monsho (Japan)|4D105F57,GPM-131
Hades no Monsho (Japan) (Alt)|F42F4A15,GPM-131
Hafanuda Koi Koi - Gostop Godori (Japan)|17B160CB
Haja No Fuin (Japan)|6A603B8C
Hanafuta (Japan)|5D6655C5
Hang-On (Japan)|48E7212C
Hang-On (Japan) (Alt 2)|69DC9F85
Hang-On (Japan) (Alt)|1F9BBD9A
Harapeko Pakkun (Japan)|145BB27B
Harryfox MSX Special (Japan)|96B7FACA
Harryfox Yki No Maoh (Japan)|C7FE3EE1
Haunted Boynight (Japan)|2FAF6E26
Heavy Boxing (Japan)|11E46700
Heavy Boxing (Japan) (Alt)|911185E1
Heist, The (Japan)|04E454C5
Helitank (Japan)|CD63CD50
High Way Star (Japan)|24851440
High Way Star (Korea)|ED1625D8
Hisya (Japan)|136BBA04
Hitsuji Yai - Preety Sheep (Japan)|11502A96
Hole in One (Japan)|98E7B01B
Hole in One (Japan) (Alt 2)|FF063CDB
Hole in One (Japan) (Alt 3)|5BD60572
Hole in One (Japan) (Alt)|86731751
Hole in One Professional (Japan)|350AE107
Hole in One Professional (Japan) (Alt)|ACFCBBA6
Honkball (Japan)|24B94274
Hopper (Europe)|D3032AD7
Hudson 3D Golf (Japan)|D83A6A3F
Hudson 3D Golf (Japan) (Alt)|C4260C47
Hustle! Chumy (Japan)|99518A12
Hustle! Chumy (Japan) (Alt)|22FD4780
Hydlide (Japan)|0F9D6F56,TEX062
Hydlide 3 - The Space Memories (Japan)|00C5D5B5,TEX-79
Hydlide II - Shine of Darkness (Japan)|D8055F5F,TEX-070
Hydlide II - Shine of Darkness (Japan) (Alt)|B886D7F5,TEX-070
Hyper Olympic 1 (Japan)|FEF1D8FA,RC711
Hyper Olympic 2 (Japan)|38CB690B,RC711
Hyper Rally (Japan)|F94D452E,RC718
Hyper Rally (Japan) (Alt 2)|75CBB75D,RC718
Hyper Rally (Japan) (Alt 3)|0C5957AA,RC718
Hyper Rally (Japan) (Alt)|C575CEC6,RC718
Hyper Sports 1 (Japan)|18DB4FF2,RC715
Hyper Sports 1 (Japan) (Alt)|0B5296F7,RC715
Hyper Sports 2 (Japan)|968FA8D6,RC717
Hyper Sports 3 (Japan)|80A831E1,RC733
Hyper Sports 3 (Japan) (Alt 2)|B615C709,RC733
Hyper Sports 3 (Japan) (Alt)|9F47E445,RC733
Ice World (Japan)|16E7B4BE
Iga Ninpouten - Small Ninja (Japan)|51727E48
Iga Ninpouten 2 - Small Ninja 2 (Japan)|4AA97644
Indian no Bouken (Japan)|3A550788
Iriegas (Japan)|36A08E0B
Iriegas - Theseus (Japan)|80495007
Iriegas - Theseus (Japan) (Alt)|53236741
Issunhoushi No Donnamondai (Japan)|A7C43855
Issunhoushi No Donnamondai (Japan) (Alt)|2A285706
J.P. Winkle (Japan)|57E1221C
Jagur (Japan)|D6465702
Jagur (Japan) (Alt)|DBF2F244
Janka (Japan)|61EA6742
Jet Set Willy (Japan)|9191C890
Jet Set Willy (Japan) (Alt)|6E57F290
Jigsaw Set (Japan)|F278C6F3
Jissen - 4-nin Mahjong (Japan)|E8DF4AA8
Jump (Japan)|0599617B
Jump Coaster (Japan)|C15A25DA
Jump Land (Japan)|0F8699BA
Jumping Rabbit (Japan)|15471AB9
Juno First (Japan)|D902BE7C,HBS-G002C
Juno First (Japan) (Alt)|EA67DF20,HBS-G002C
Jyan Friend (Japan)|6567F14D
Jyankyo (Japan)|7382F3AC
Jyanyuu (Japan)|C8FF3829
Kage no Densetsu - Legend of Kage, The (Japan)|69367E10,MSX-9
Kage no Densetsu - Legend of Kage, The (Japan) (Alt)|B581F746,MSX-9
Karamaru (Japan)|12BE29FC
Karuizawa (Japan)|6A30C707,E-G187
Keystone Kapers (Japan)|7FF117F9,R48X5503
Keystone Kapers (Japan) (Alt)|B1CF2097,R48X5503
Kick It (Japan)|E4F63CB7
Kick It (Japan) (Alt)|3424A220
Kinasai (Japan) (Unl)|18866B57
King & Balloon (Japan)|2ABA2253
King & Balloon (Japan) (Alt)|1EEBA987
King Knight (Japan)|A0481321
King Knight (Japan) (Alt 2)|AB6CD62C
King Knight (Japan) (Alt)|4D884352
King's Valley (Japan, Europe)|DFAC2125
King's Valley (Japan, Europe) (Alt 2)|E7C3E1B7
King's Valley (Japan, Europe) (Alt 3)|201D7691
King's Valley (Japan, Europe) (Alt 4)|627BDCD6
King's Valley (Japan, Europe) (Alt)|5A141C44
King's Valley II (Japan, Europe)|E82A8E8E
Kinnikuman - Muscle Man (Japan)|166781B7
Kinnikuman - Muscle Man (Japan) (Alt)|500D112D
Knight Lore (Japan)|B575C44A
Knightmare - Majou Densetsu (Japan)|0DB84205,RC739
Knightmare - Majou Densetsu (Japan) (Alt 2)|5876A372,RC739
Knightmare - Majou Densetsu (Japan) (Alt)|CA9F791B,RC739
Knightmare II - The Maze of Galious (Japan)|FE23D253
Knightmare III - Shalom (Japan)|CF60FA7D,RC754
Knither Special (Japan)|A3B2FE71
Konami's Baseball (Japan)|B660494B,RC724
Konami's Baseball (Japan) (Alt)|6A8E56E1,RC724
Konami's Billiards (Europe)|0B65FE4D,RC706
Konami's Boxing (Japan)|3A442408,RC736
Konami's Boxing (Japan) (Alt 2)|0D94E7B2,RC736
Konami's Boxing (Japan) (Alt)|19CCBCE1,RC736
Konami's Football (Europe)|BA1B16FC,RC732
Konami's Football (Europe) (Alt 2)|C700FC49,RC732
Konami's Football (Europe) (Alt)|93604C07,RC732
Konami's Golf (Japan)|08C7E406,RC723
Konami's Golf (Japan) (Alt 2)|F06BEFD3,RC723
Konami's Golf (Japan) (Alt)|0E3380FE,RC723
Konami's Mahjong (Japan)|114198E5
Konami's Ping-Pong (Japan)|3F200491,RC731
Konami's Ping-Pong (Japan) (Alt 2)|A4D465A4,RC731
Konami's Ping-Pong (Japan) (Alt 3)|2829A061,RC731
Konami's Ping-Pong (Japan) (Alt)|BBCDD731,RC731
Konami's Soccer (Japan)|74BC8295,RC732
Konami's Soccer (Japan) (Alt 2)|E861D2BD,RC732
Konami's Soccer (Japan) (Alt 3)|CCFB0CA2,RC732
Konami's Soccer (Japan) (Alt)|58EA53B9,RC732
Konami's Tennis (Japan)|61726BE4,RC720
Konami's Tennis (Japan) (Alt)|CFCE0A28,RC720
Koneko no Daibouken - Catboy (Japan)|5A0B8739
Kung Fu Acho (Japan)|999DD794
Kung Fu Acho (Japan) (Alt)|0DA11DF8
Kung Fu Master (Japan)|08F23B3E
Kung Fu Master (Japan) (Alt 2)|103724AD
Kung Fu Master (Japan) (Alt)|10FC1118
Kung Fu Taigun (Japan)|C1AAF8CB
Kung Fu Taigun (Japan) (Alt)|8C30BE94
Ladder Building (Japan)|C6064CE0
Laptick 2 (Japan)|091FE438
Le Mans 2 (Europe)|82DDDC34
Legendly Knight (Korea)|8E0F0638
Legendly Knight (Korea) (Alt)|D6635D68
Leonard (Spain)|DDA3C142
Light Corridor, The (Europe)|A330B549
Lode Runner (Japan)|ADC58732
Lode Runner (Japan) (Alt)|25B70773
Lode Runner II (Japan)|32AB8B20
Lord Over (Japan)|AB5E42FE
Lot Lot (Japan)|C1679AEB
Lunar Ball (Japan)|D8A116D8
M36 - A Life Planet (Japan)|FA8F9BBC
Mac Attack (Europe)|19AD0167
Machinegun Joe vs The Mafia (Japan)|628F033D
Macross (Japan)|6E742024
Macross (Japan) (Alt)|86CCF417
Magical Kid Wiz (Japan)|8C2F2C59
Magical Kid Wiz (Japan) (Alt 2)|74D6A1B1
Magical Kid Wiz (Japan) (Alt)|2C2F5B6C
Magical Tree (Japan)|827038A2,RC713
Magical Tree (Japan) (Alt)|F3606C66,RC713
Magnum Prohibition 1931 (Japan)|D446BA1E
Magnum Prohibition 1931 (Japan) (Alt)|2A8BBB4D
Manes (Japan)|B7002F08
Manes (Japan) (Alt 2)|AF275CA8
Manes (Japan) (Alt)|A97A19EC
Mappy (Japan)|3B702E9A
Mappy (Japan) (Alt 2)|A006AD6B
Mappy (Japan) (Alt)|A0358870
Marchen Veil I (Japan)|44AA5422,HBJ-G057D
Marine Battle (Japan)|24923BDB
Mars II (Japan)|48E9D13B
Mashou no Tachi Goblin (Japan)|D34D74F7
Mashou no Tachi Goblin (Japan) (Alt)|6EF086EB
Master Chess (Europe)|F2F979DB
Megalopolis SOS (Japan)|CF744D2E
Megalopolis SOS (Japan) (Alt 2)|07E85697
Megalopolis SOS (Japan) (Alt)|02B17E2A
Meikyuu Shinwa (Japan)|2F8065EB,HM-023
Meikyuu Shinwa (Japan) (Alt)|1D1EC602,HM-023
Midnight Brothers (Japan)|CE2882F6
Midnight Brothers (Japan) (Alt)|7BC61BD5
Midnight Building (Japan)|7B5282E4
Midway (Japan)|40E2F32A
Mil Caras (Spain)|0DEACD48
Mini Golf (Japan)|855CA028
Mini Golf (Japan) (Alt)|187964D3
Mirai - Future (Japan)|72EB9D0E
Mitsumega Toohru - Three-Eyed One Comes Here, The (Japan)|4FACCAE0
Moai no Hibou (Japan)|0427DF83
Moai no Hibou (Korea)|0B3061FC
Mobile Planet Suthirus - Approach from the Westgate (Japan)|EBA19259
Mobile-Suit Gundam - Last Shooting (Japan)|1D27D31F
Mobile-Suit Gundam - Last Shooting (Japan) (Alt)|4725206F
Mokarimakka (Japan)|D40F481D
Mole (Japan)|D0E39C9B
Mole Mole 2 (Japan)|309F886B
Monkey Academy (Japan)|98CD6912
Monkey Academy (Japan) (Alt 2)|3DDCAC18
Monkey Academy (Japan) (Alt 3)|D1896F6E
Monkey Academy (Japan) (Alt)|E73C12E6
Monster's Fair (Japan)|1BA6E461
Moon Landing (Japan)|8A2C11DA
Moon Patrol (Japan)|FEBB1155
Moonsweeper (Japan)|F1637C31
Mopiranger (Japan)|9D73E4C5,RC728
Mopiranger (Japan) (Alt 2)|213E623B,RC728
Mopiranger (Japan) (Alt 3)|73D0CE5A,RC728
Mopiranger (Japan) (Alt 4)|6135BD9A,RC728
Mopiranger (Japan) (Alt)|097F4E4A,RC728
Morita Kazuo no Othello (Japan)|A94D7D08
Mouser (Japan)|06A64527
Mr. Chin (Japan)|414D29BC
Mr. Do (Japan)|4098D71D
Mr. Do vs Unicorns (Japan)|09090135
Mr. Do's Wild Ride (Japan)|6786A7EE
MSX 21 (Japan)|13B8243C
MSX Baseball (Japan)|F79D3088
MSX Baseball (Japan) (Alt)|F928F075
MSX Baseball II National (Japan)|0CB78F0E
MSX Derby (Japan)|268CC301
MSX Rugby (Japan)|61B33748
MSX Soccer (Japan)|6824E45D
MSX Soccer (Japan) (Alt)|F31D13B9
Mugen Senshi Valis - The Fantasm Soldier (Japan)|309D996C
Nausicaa (Japan)|E84994F7
Nemesis (Japan, Europe)|4D44255F
